day,segment,co_reference_ppm,co_reference_min_ppm,co_reference_max_ppm,humidity_pct,temperature_c,log_r1_blind,log_r2_blind,log_r3_blind,log_r4_blind,log_r5_blind,log_r6_blind,log_r7_blind,log_r8_blind,log_r9_blind,log_r10_blind,log_r11_blind,log_r12_blind,log_r13_blind,log_r14_blind,log_r1_high,log_r1_low,log_r2_high,log_r2_low,log_r3_high,log_r3_low,log_r4_high,log_r4_low,log_r5_high,log_r5_low,log_r6_high,log_r6_low,log_r7_high,log_r7_low,log_r8_high,log_r8_low,log_r9_high,log_r9_low,log_r10_high,log_r10_low,log_r11_high,log_r11_low,log_r12_high,log_r12_low,log_r13_high,log_r13_low,log_r14_high,log_r14_low,co_level_offline_ppm,position_split,day_split,split
20160930_203718,13,15.56,8.89,15.56,48.19,26.46,-0.13296248212075995,-0.1622252441394566,0.4827471253004099,2.532309196756299,2.643969992549871,2.254179622502427,2.643280063897289,2.9505047556173016,2.682807221022699,2.809061637640207,3.0970380799774304,2.915887350166048,2.7105005299263594,2.9677493789175093,-2.426449240355381,0.8614483232136319,-1.95616277559525,0.6111300243575424,-2.104144238371896,1.7493849292103434,-2.2633643798407643,3.0216808870582543,-2.12068037657438,3.453036860197318,-2.0810431440733757,3.1755468877439297,-2.0565068760506113,3.4527473642911315,-2.3156703325427013,3.050845263606903,-2.3382122706371966,2.8111534780621295,-2.142168371588141,2.944117874986432,-2.231195096907373,3.1550026823171926,-2.231195096907373,2.994455997157602,-2.2975975514830065,2.8269526100265097,-2.2433732333621994,3.0699596914348306,15.56,train,train,train
20160930_203718,14,8.89,8.89,15.56,39.31,26.42,0.16075737887811417,0.0829615207143473,1.061533280426689,3.0659204304026906,3.4276380589926356,3.0209125720842893,3.3750621456575014,3.377689899860116,3.1044969883453795,3.342858271074044,3.5132782649784366,3.3789654058870706,3.2279544888014047,3.4669913643779293,-2.4270151713722226,1.2198264682491031,-1.9362074336668003,0.9936590974498266,-2.0947582457917293,2.3317457577369463,-2.241019847854414,3.3197089071490047,-2.0996442489973552,3.757313502821853,-2.053384311110922,3.578453352232995,-2.0382996720295026,3.7458574350101737,-2.2896688677274994,3.4761038444611634,-2.333044300478754,3.230239018546605,-2.1311559773665145,3.4490029342765545,-2.2246985543369746,3.549723702967743,-2.215490386143112,3.439263582468612,-2.279845606024556,3.327026843448654,-2.234926444520231,3.5509440925239315,8.89,train,train,train
20160930_203718,15,15.56,13.33,15.56,49.21,26.42,0.07833827926831399,0.034980968895245594,0.8375285834345023,2.767527844408602,2.9601172596867453,2.600761688656389,2.959863550421993,2.9708810233813434,2.703124757663046,2.839587106057882,3.1053442389782666,2.9285342189905137,2.739671599647852,2.985883042224489,-2.4230594055188526,1.158509438965746,-1.9498177738863303,1.0237610995644681,-2.0947582457917293,2.2067098066255673,-2.2566561611056457,3.129616772079833,-2.109488802851831,3.6027884811961393,-2.073061934715797,3.395910095232096,-2.0436884464532534,3.6159915066581,-2.3156703325427013,3.07012056355785,-2.3413259213104762,2.8405685808023544,-2.1404662435176105,2.970332410921259,-2.231195096907373,3.160661795238373,-2.2330590303454354,3.0116203863808253,-2.296603021316498,2.861314774167091,-2.2424311701742985,3.0847408215359544,15.56,train,train,train
20160930_203718,16,13.33,13.33,15.56,33.99,26.38,0.27929701591734074,0.2547197347489539,1.2627415874915628,3.140706694285792,3.3604517731133066,3.0209125720842893,3.347596162906951,3.134419725827882,2.8539440296157492,3.0115416442857526,3.243166405435015,3.0912924221135234,2.9359132646443187,3.15424769971631,-2.422495389666603,1.4249580772898938,-1.9414202437824613,1.3907687932230257,-2.0890879187316416,2.620467294152492,-2.241489993634235,3.4048797120564656,-2.102096232244642,3.787520444241953,-2.0588549080714476,3.6472138622356276,-2.0394518934636774,3.791731576381899,-2.3065931143915845,3.235973687162294,-2.3402869601780574,2.992246204269159,-2.134531507997796,3.1377004759987295,-2.22747762050724,3.286904498332268,-2.22747762050724,3.159584314064284,-2.2916451529557116,3.0510865609360605,-2.2405497020745933,3.2436464831934124,13.33,train,train,train
20160930_203718,17,15.56,8.89,15.56,58.32,26.46,0.23815038342073178,0.128393214768399,0.9948430987721447,2.715760400972108,3.114221726305721,2.748897795294791,3.1220873529282884,3.0589183180071555,2.7782911822650216,2.941993887100509,3.1778204697881547,3.0116203863808253,2.831193658805536,3.071164368669844,-2.422495389666603,1.417626565255948,-1.9456101940463153,1.1609779669733316,-2.0939462278827174,2.3645609419546907,-2.2499926428748753,2.984487933400586,-2.1061962789886555,3.6444964391799295,-2.069887328875024,3.5018543796530617,-2.0463936876336355,3.681452509494944,-2.311625837646195,3.166104673960459,-2.3413259213104762,2.917480919285087,-2.137918471438812,3.062353000395886,-2.2302644314144198,3.2309901492312134,-2.231195096907373,3.0859887960253105,-2.2936253516225737,2.9463497379166386,-2.2424311701742985,3.1683822106512145,15.56,train,train,train
20160930_203718,18,8.89,8.89,11.11,33.45,26.38,0.3725286078618995,0.24529635595534308,1.3847681971238441,3.2179233714283946,3.5838716540224382,3.1891256443149953,3.544674154632543,3.420071473427452,3.1628386645414652,3.3910864379114263,3.541596801964497,3.424689273676008,3.3036139533184863,3.5103088536791347,-2.4270158126539654,1.5513001957041572,-1.9337839692574728,1.2966157939752108,-2.085862433618524,2.675354818264068,-2.234926444520231,3.427667275740327,-2.0947582457917293,3.8292042815178498,-2.0483306218287303,3.696120673090552,-2.0306514500727673,3.8338344111568707,-2.285727975927623,3.5219212739426964,-2.332013903684858,3.2953960281088404,-2.127791802620883,3.4910837884566788,-2.2219271899765913,3.5782830327719095,-2.212744388994256,3.4842263951133896,-2.2739976361421332,3.395953657339102,-2.2330590303454354,3.588509243921317,8.89,validation,train,excluded_cross_cell
20160930_203718,19,11.11,0.0,11.11,48.69,26.38,0.4710655651921131,0.3383989507434887,1.4203334033433133,3.0631852934110553,3.5064338896313463,3.1708068006148644,3.5046560900303856,3.288233962970512,3.0283978951159374,3.2252156854143803,3.4011807148565985,3.2796811362416474,3.1290911512986774,3.3442213041391065,-2.4270151713722226,1.6516966718885884,-1.9351680525234112,1.4047430275704933,-2.091514122914105,2.706265505527984,-2.238671767250393,3.2564336176739976,-2.0947582457917293,3.802487118359839,-2.052604887726276,3.6835693236637432,-2.0348506583519606,3.8279933604721488,-2.296603021316498,3.383495178889916,-2.3351082846996056,3.165542556410874,-2.1311559773665145,3.334623638721304,-2.2246985543369746,3.444614406177615,-2.2219271899765913,3.344838647992771,-2.2818025538115174,3.231282542272762,-2.2358614609511376,3.427716185962666,11.11,train,train,train
20160930_203718,20,0.0,0.0,15.56,52.78,26.38,0.5788532818151582,0.292804425370497,1.5384222912692533,3.081083871268693,3.7253260601438956,3.505980730791421,3.6933370044581966,3.8731630620906916,3.743736889398651,4.010894110333718,4.052767074055042,3.8898735063815493,3.845519889069867,4.1343037846615385,-2.4315554742910055,1.678068051474925,-1.9139271032022627,1.2771210303563654,-2.074653024948039,2.7089764386783832,-2.2081844175725616,3.2004144576803975,-2.0770444170801143,3.8129007689596826,-2.0181583132629375,3.768011747486111,-2.0121567948742394,3.8495772263109753,-2.1856913415225465,3.950766681740521,-2.2975975514830065,3.818153986652218,-2.0980129272652714,4.069115639176316,-2.184802057337662,4.0931304922039216,-2.1464364105041143,3.9242064845130216,-2.2027397580243298,3.9078141606540915,-2.201835189893903,4.1787194110683785,0.0,train,train,train
20160930_203718,21,15.56,15.56,17.78,42.47,26.34,0.09442441221212422,0.004333595574863171,0.7677442800036485,2.765002759361989,2.8791870821055223,2.487819375361064,2.8809750936413634,3.002171497182893,2.725991209052772,2.814348277112941,3.0970380799774304,2.9260337960427925,2.758330729109752,2.982322766644057,-2.426449240355381,1.2052261646005227,-1.9540431322855023,0.9294280686953025,-2.0984205913726486,2.0744786248493163,-2.2580899674642927,3.180139154547284,-2.112791863433409,3.558918821587877,-2.074653024948039,3.3556128405038947,-2.0510487695134594,3.585890447719923,-2.312635428847547,3.09916393015867,-2.3371765377636646,2.8563897432133074,-2.137918471438812,2.944117874986432,-2.228405694819794,3.1493713939856223,-2.231195096907373,3.0192876543755207,-2.2936253516225737,2.8712703336688685,-2.2405497020745933,3.074058123655254,15.56,validation,train,excluded_cross_cell
20160930_203718,22,17.78,11.11,17.78,48.69,26.34,0.07261675993459249,-0.00451217360419197,0.7204867470406915,2.629597449054293,2.7537103141779893,2.3861976207712967,2.7683731869641464,2.89503777011792,2.597311814272128,2.6579207989586893,2.963833886617273,2.772344942527922,2.592579489961695,2.827201885450659,-2.426449240355381,1.1831955029198418,-1.95439611500401,0.929678328934664,-2.0984205913726486,2.0495155507771368,-2.2595256035335987,3.087207685769094,-2.111964733385396,3.5028841573935634,-2.0786421809979876,3.2943117709847716,-2.052215631186569,3.532174154421468,-2.3182066028640116,2.9876011061172782,-2.34236596300589,2.730913499240277,-2.137918471438812,2.8060537203064673,-2.2302644314144198,3.014563841289115,-2.2367973524560427,2.8779975848776798,-2.2995895840142473,2.724992146770968,-2.2433732333621994,2.9413024865647075,17.78,train,train,train
20160930_203718,23,11.11,0.0,11.11,67.15,26.38,-0.02035581280556363,-0.1342770127874976,0.5661338490266314,2.3773618716104634,2.840341296950736,2.419158148564073,2.8492307351943182,3.1895582335329666,2.9428031146030325,3.1633250592455457,3.3428264683358258,3.2031406741620647,2.9955722607526254,3.2716845703794153,-2.4315561214224983,1.008502048533814,-1.9501692677496636,0.5906118426015288,-2.1037342342488805,1.7643683907166245,-2.260004760254504,2.6530617320182266,-2.120263536200091,3.460500346160478,-2.074653024948039,3.267494379132085,-2.0549443747790437,3.500378846243266,-2.3000883371728102,3.2913713548783816,-2.3351082846996056,3.0712339169537684,-2.133686556532232,3.274643494293525,-2.22747762050724,3.387088315243394,-2.2256240518579173,3.269956696695677,-2.285727975927623,3.0962380238856304,-2.238671767250393,3.3617321052723903,11.11,train,train,train
20160930_203718,24,0.0,0.0,11.11,55.31,26.34,0.022592751875853034,-0.11861657255421909,0.6999444821654235,2.724556650072153,3.3202801250154557,2.864047982084494,3.230631489698006,3.8758920739793448,3.6458414644223676,4.003983946424926,4.045595397212192,3.8736251536315796,3.7820623729020872,4.1343037846615385,-2.4384048161365803,0.9518531201549258,-1.9268921432195514,0.48319649362813083,-2.0955709236097197,1.7375550292068191,-2.233992301528434,2.970609318379531,-2.1074303396726974,3.609427613510733,-2.0402208285265546,3.422028891242088,-2.0382996720295026,3.5986811861957873,-2.1856913415225465,3.9578487801335624,-2.2936253516225737,3.7088756901177207,-2.0980129272652714,4.063022439577847,-2.1856913415225465,4.08567374577447,-2.1472925750968708,3.9189310895756617,-2.2045513527226803,3.8405742636159768,-2.201835189893903,4.1787194110683785,0.0,train,train,train
20160930_203718,25,11.11,11.11,13.33,58.8,26.34,-0.2519289027459631,-0.3031341770107025,0.2526246806363785,2.317207660248683,2.56541078944696,2.09214797198933,2.5545182187310917,3.2913713548783816,3.0075966131074665,3.2462808530920437,3.4121999639850413,3.282560231353678,3.0855044194450434,3.3648894887925556,-2.4326937783410663,0.5875088238318665,-1.9540431322855023,0.30544343875250973,-2.11279152136139,1.3152944798433888,-2.266253163746655,2.774181203568035,-2.1269525243508878,3.3401762229020044,-2.080241861850605,3.031783908180967,-2.062781100786729,3.33594938218529,-2.294616923344869,3.3797366893314784,-2.32687778556309,3.1246398678798903,-2.133686556532232,3.349616326577221,-2.2256240518579173,3.4560958363095926,-2.219163484854973,3.3546541911555527,-2.2818025538115174,3.180309617479285,-2.234926444520231,3.444272835235277,11.11,validation,train,excluded_cross_cell
20160930_203718,26,13.33,13.33,15.56,28.57,26.1991,-0.2029733445248267,-0.22752814963203385,0.4417970373555547,2.6215041703676696,2.7398588976168625,2.2089115731308655,2.6939309925413264,3.1832942420405126,2.8950496881879584,3.0366534631542517,3.2616939058816286,3.123659240683669,2.9547279707499237,3.195050236303847,-2.430418464503931,0.7132028003568474,-1.9589953886039688,0.4490346425265038,-2.1061962789886555,1.6244910863566342,-2.2633643798407643,3.1638323494390916,-2.117766656001504,3.4776700373028726,-2.0794415416798357,3.130818998983912,-2.05572501506252,3.45444742702987,-2.304587095664719,3.270838095441277,-2.3351082846996056,3.0219766357483904,-2.134531507997796,3.1576385153970112,-2.2256240518579173,3.309754381337612,-2.2256240518579173,3.193017119120373,-2.2886821878250543,3.0681612022644336,-2.2377341206744292,3.275169198001632,13.33,train,train,train
20160930_203718,27,15.56,15.56,17.78,44.02,26.22,0.02151483071469444,0.018232377763421608,0.9006896359327152,2.813024790459239,2.9839734082879072,2.575661054757011,2.9898298887013643,3.008682317934456,2.7430311699974554,2.8363051515880735,3.106570503114266,2.935222957589581,2.7643166947996076,3.0007014829550016,-2.4270151713722226,1.1044286739895495,-1.9491152800042617,0.9383652861924658,-2.0947582457917293,2.2315079079768885,-2.2547477635798856,3.21100896208731,-2.1061962789886555,3.6220449659267127,-2.0738571633859353,3.399312272626757,-2.0440743978425444,3.6335913489792735,-2.311625837646195,3.104963289153714,-2.3402869601780574,2.876588312258266,-2.1353771740101393,2.970332410921259,-2.2302644314144198,3.1493713939856223,-2.2330590303454354,3.0215559535634493,-2.294616923344869,2.8833359534594267,-2.2405497020745933,3.0979954975523376,15.56,train,train,train
20160930_203718,28,17.78,2.22,17.78,66.65,26.3,-0.15993403791632543,-0.22301855912605872,0.37877884284565855,2.1744903236863697,2.3579724950736036,1.9765917603778833,2.339514722078956,2.810636873210641,2.5508114246757185,2.6090398507691104,2.9149071765604027,2.7047447440934835,2.492147041443494,2.779316042989208,-2.430418464503931,0.814870552311423,-1.9618362996055725,0.569537394088888,-2.1070183094500705,1.6124520890892573,-2.2672179491567546,2.620408935473159,-2.1210972169486686,3.259596354368882,-2.0907047339585465,3.0105201541416964,-2.0612087734187763,3.2964499397854397,-2.322787800311565,2.920636890994102,-2.3413259213104762,2.675130545649944,-2.1404662435176105,2.76441104342777,-2.2330590303454354,2.9755346682642725,-2.2405497020745933,2.8099681663648557,-2.304587095664719,2.635643894160333,-2.245260026374776,2.8918726527698357,17.78,train,train,train
20160930_203718,29,2.22,2.22,2.22,39.3,26.22,0.15143270376020934,-0.011263192278710714,0.98760623729075,3.0512426634815584,3.5426043470563036,3.0805420621587807,3.421584805251907,3.8288174679441282,3.5960594213184485,3.879731191911266,3.952241297756898,3.8034907986046846,3.722236857767933,4.011486367002824,-2.433834029690429,1.1418952525177255,-1.9268921432195514,0.7094141530238173,-2.0898959995836948,2.1927367442834425,-2.2321266293454842,3.2709102445545386,-2.0996442489973552,3.732348342517819,-2.038683549207668,3.5608557235778306,-2.0310324024721482,3.7122907583743974,-2.2256240518579173,3.912652807061456,-2.3096102150054594,3.679513227638587,-2.1094884630321324,3.9492147385158827,-2.2027397580243298,4.001285845970496,-2.174191878225647,3.8566371373474113,-2.234926444520231,3.7820623729020872,-2.214574215671332,4.070453086968831,2.22,validation,train,excluded_cross_cell
20160930_203718,30,2.22,2.22,8.89,49.7,26.22,0.2726191947747351,0.0944006754214843,1.2032425377461926,3.042100459481519,3.6308079764992747,3.2759477905271686,3.544674154632543,3.8288174679441282,3.618169931452698,3.8625596146925556,3.9338940802463145,3.793178656778316,3.69871344156581,3.991789367229371,-2.430418464503931,1.333691323022228,-1.9220959709560583,0.9816660311732643,-2.08104282304681,2.418784653392732,-2.2219271899765913,3.2141446504922992,-2.0898959995836948,3.7773526787501104,-2.0310324024721482,3.6615108266875764,-2.0241960674538575,3.7759077059611847,-2.2246985543369746,3.9070004133028413,-2.304587095664719,3.7088756901177207,-2.110313205346923,3.9340874873615714,-2.200028504668954,3.9820619962081203,-2.1724344085290004,3.840894283206484,-2.231195096907373,3.7571734147529248,-2.2118307297255817,4.050826227508269,2.22,train,train,train
