file,split,method,q,setpoint_onset_s,first_g2_s,delay_s,preexisting_evidence_events,already_active_at_onset
ethylene_CO.txt,validation,B1,0.99,15894.01,15915,20.99,0,0
ethylene_CO.txt,validation,B1,0.99,16094.01,16114,19.99,0,0
ethylene_CO.txt,validation,B1,0.99,16294.01,16315,20.99,0,0
ethylene_CO.txt,test,B1,0.99,27169.01,27191,21.99,0,0
ethylene_CO.txt,test,B1,0.99,27369.01,27391,21.99,0,0
ethylene_CO.txt,test,B1,0.99,27569.01,27590,20.99,0,0
ethylene_CO.txt,test,B1,0.99,28469.01,28491,21.99,0,0
ethylene_CO.txt,test,B1,0.99,28669.01,28691,21.99,0,0
ethylene_CO.txt,test,B1,0.99,28869.01,28890,20.99,0,0
ethylene_CO.txt,test,B1,0.99,29163.01,29186,22.99,0,0
ethylene_CO.txt,test,B1,0.99,29555.01,29576,20.99,0,0
ethylene_CO.txt,test,B1,0.99,30061.01,30085,23.99,0,0
ethylene_CO.txt,test,B1,0.99,30668.01,30691,22.99,0,0
ethylene_CO.txt,test,B1,0.99,30866.01,30889,22.99,0,0
ethylene_CO.txt,test,B1,0.99,31194.01,31219,24.99,0,0
ethylene_CO.txt,test,B1,0.99,31565.01,31589,23.99,0,0
ethylene_CO.txt,test,B1,0.99,31778.01,31800,21.99,0,0
ethylene_CO.txt,train,B1,0.995,3207.01,3225,17.99,0,0
ethylene_CO.txt,train,B1,0.995,3489.01,3508,18.99,0,0
ethylene_CO.txt,train,B1,0.995,3721.01,3740,18.99,0,0
ethylene_CO.txt,train,B1,0.995,3937.01,3957,19.99,0,0
ethylene_CO.txt,train,B1,0.995,11704.01,11723,18.99,0,0
ethylene_CO.txt,validation,B1,0.995,14394.01,14415,20.99,0,0
ethylene_CO.txt,validation,B1,0.995,14594.01,14614,19.99,0,0
ethylene_CO.txt,validation,B1,0.995,14794.01,14814,19.99,0,0
ethylene_CO.txt,validation,B1,0.995,15694.01,15715,20.99,0,0
ethylene_CO.txt,validation,B1,0.995,15894.01,15915,20.99,0,0
ethylene_CO.txt,validation,B1,0.995,16094.01,16114,19.99,0,0
ethylene_CO.txt,validation,B1,0.995,16294.01,16315,20.99,0,0
ethylene_CO.txt,test,B1,0.995,27169.01,27191,21.99,0,0
ethylene_CO.txt,test,B1,0.995,27369.01,27391,21.99,0,0
ethylene_CO.txt,test,B1,0.995,27569.01,27590,20.99,0,0
ethylene_CO.txt,test,B1,0.995,28469.01,28491,21.99,0,0
ethylene_CO.txt,test,B1,0.995,28669.01,28691,21.99,0,0
ethylene_CO.txt,test,B1,0.995,28869.01,28891,21.99,0,0
ethylene_CO.txt,test,B1,0.995,29163.01,29186,22.99,0,0
ethylene_CO.txt,test,B1,0.995,29555.01,29577,21.99,0,0
ethylene_CO.txt,test,B1,0.995,30061.01,30085,23.99,0,0
ethylene_CO.txt,test,B1,0.995,30668.01,30692,23.99,0,0
ethylene_CO.txt,test,B1,0.995,30866.01,30889,22.99,0,0
ethylene_CO.txt,test,B1,0.995,31194.01,31219,24.99,0,0
ethylene_CO.txt,test,B1,0.995,31565.01,31589,23.99,0,0
ethylene_CO.txt,test,B1,0.995,31778.01,31801,22.99,0,0
