trial,scenario,completed_time_s,gas_source,person_source,sim_true_x_m,sim_true_y_m,sim_observed_x_m,sim_observed_y_m,sim_observed_signed_distance_m,position_error_bound_m,gas_score_from_lab,gas_evidence,person_relation,Qg,Qp,person_zone_id,coverage_zone_id_assumption,same_zone,gas_age_s,joint_level,gas_level,person_level,known_lower_bound,unknown,paired_under_assumption,uncertainty_reason
002_Et_H_CO_H,S0_outside,36,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,1.011736139214893,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,37,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,0.7869058860560277,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,38,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,0.7869058860560277,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,39,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,1.011736139214893,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,40,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,1.011736139214893,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,41,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,1.1241512657943253,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,42,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,1.0679437025046092,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,43,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,1.1241512657943253,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,44,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,0.8993210126354603,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,45,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,1.0960474841494672,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,46,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,1.0960474841494672,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,47,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,1.0960474841494672,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,48,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,0.8431134493457441,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,49,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,0.8431134493457441,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,50,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,1.0960474841494672,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,51,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,0.7869058860560277,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,52,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,1.0960474841494672,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,53,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,0.8712172309906021,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,54,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,1.011736139214893,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,55,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,0.7588021044111697,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,56,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,0.6744907594765952,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,57,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,0.8712172309906021,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,58,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,0.7588021044111697,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,59,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,0.8712172309906021,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,60,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,0.9555285759251766,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,61,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,0.7869058860560277,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,62,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,0.8712172309906021,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,63,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,0.8712172309906021,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,64,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,1.4332928638877647,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,65,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,1.011736139214893,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,66,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,1.3208777373083322,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,67,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,0.7869058860560277,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,68,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,1.011736139214893,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,69,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,1.011736139214893,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,70,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,1.4332928638877647,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,71,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,1.011736139214893,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,72,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,1.0960474841494672,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,73,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,1.3489815189531904,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,74,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,1.5738117721120555,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,75,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,1.2365663923737578,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,76,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,3.260038670803543,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,77,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,4.695493364048605,G0,P0,valid,valid,zone_A,zone_A,True,0,0.0,0.0,0.0,0,False,True,
002_Et_H_CO_H,S0_outside,78,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,6.4076622150276545,G1,P0,valid,valid,zone_A,zone_A,True,0,1.0,1.0,0.0,1,False,True,
002_Et_H_CO_H,S0_outside,79,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,8.768379873195737,G1,P0,valid,valid,zone_A,zone_A,True,0,1.0,1.0,0.0,1,False,True,
002_Et_H_CO_H,S0_outside,80,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,11.916003417419848,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,81,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,15.007419398354243,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,82,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,18.098835379288637,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,83,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,20.290930347587572,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,84,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,22.932685822204235,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,85,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,26.024101803138635,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,86,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,30.68932955618508,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,87,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,35.29834974594181,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,88,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,40.919106074913444,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,89,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,47.55159854309996,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,90,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,52.497864112594996,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,91,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,56.657223796033996,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,92,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,62.390395251585055,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,93,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,67.22424569450065,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,94,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,72.28292639057511,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,95,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,75.65538018795809,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,96,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,79.36507936507937,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,97,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,83.2996087953595,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,98,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,87.57138360537795,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,99,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,92.06798866855524,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,100,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,97.01425423805027,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,101,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,101.51085930122757,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,102,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,105.4453887315077,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,103,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,108.36818202257295,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,104,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,111.6282206933765,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,105,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,114.43859885786232,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,106,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,118.82278879446018,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,107,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,123.31939385763748,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,108,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,126.69184765502045,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,109,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,128.94015018660912,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,110,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,130.17671657898285,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,111,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,131.3008678447772,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,112,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,133.21192499662754,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,113,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,134.78573676873958,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,114,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,136.69679392058995,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,115,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,138.4954359458609,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,116,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,139.9568325913935,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,117,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,141.19339898376728,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,118,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,141.75547461666443,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,119,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,142.429965376141,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,120,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,144.34102252799136,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,121,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,147.26381581905662,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,122,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,149.73694860380414,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,123,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,150.97351499617787,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,124,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,151.4231755024956,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,125,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,150.86109986959846,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,126,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,150.86109986959846,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,127,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,150.18660911012188,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,128,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,149.6245334772247,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,129,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,149.06245784432753,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,130,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,149.6245334772247,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,131,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,151.31076037591617,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,132,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,155.1328746796169,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,133,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,159.17981923647648,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,134,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,160.95035748010253,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,135,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,162.243131435766,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,136,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,162.07450874589685,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,137,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,161.06277260668196,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,138,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,159.7137910877288,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,139,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,158.92688520167275,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,140,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,158.1399793156167,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,141,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,158.36480956877557,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,142,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,158.8144700750933,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,143,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,159.3765457079905,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,144,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,159.8262062143082,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
002_Et_H_CO_H,S0_outside,145,UCI309_laboratory,simulation,-3.0,1.0,-3.0,1.0,3.0,0.0,159.26413058141105,G2,P0,valid,valid,zone_A,zone_A,True,0,2.0,2.0,0.0,2,False,True,
