sample_id,sequence,frame_index,split,qc_double_label,rgb_timestamp_s,depth_timestamp_s,pair_offset_ms,rgb_zip_member,depth_zip_member,local_rgb_path
rgbd_bonn_person_tracking2:0280,rgbd_bonn_person_tracking2,280,held_out_similar_room,0,1548265928.88276,1548265928.87038,12.380,rgbd_bonn_person_tracking2/rgb/1548265928.88276.png,rgbd_bonn_person_tracking2/depth/1548265928.87038.png,frames/rgbd_bonn_person_tracking2/0280.png
rgbd_bonn_person_tracking2:0290,rgbd_bonn_person_tracking2,290,held_out_similar_room,0,1548265929.21805,1548265929.20409,13.960,rgbd_bonn_person_tracking2/rgb/1548265929.21805.png,rgbd_bonn_person_tracking2/depth/1548265929.20409.png,frames/rgbd_bonn_person_tracking2/0290.png
rgbd_bonn_person_tracking2:0300,rgbd_bonn_person_tracking2,300,held_out_similar_room,1,1548265929.55309,1548265929.53778,15.310,rgbd_bonn_person_tracking2/rgb/1548265929.55309.png,rgbd_bonn_person_tracking2/depth/1548265929.53778.png,frames/rgbd_bonn_person_tracking2/0300.png
rgbd_bonn_person_tracking2:0310,rgbd_bonn_person_tracking2,310,held_out_similar_room,0,1548265929.88825,1548265929.90483,16.580,rgbd_bonn_person_tracking2/rgb/1548265929.88825.png,rgbd_bonn_person_tracking2/depth/1548265929.90483.png,frames/rgbd_bonn_person_tracking2/0310.png
rgbd_bonn_person_tracking2:0320,rgbd_bonn_person_tracking2,320,held_out_similar_room,0,1548265930.22351,1548265930.23848,14.970,rgbd_bonn_person_tracking2/rgb/1548265930.22351.png,rgbd_bonn_person_tracking2/depth/1548265930.23848.png,frames/rgbd_bonn_person_tracking2/0320.png
rgbd_bonn_person_tracking2:0330,rgbd_bonn_person_tracking2,330,held_out_similar_room,0,1548265930.55850,1548265930.57216,13.660,rgbd_bonn_person_tracking2/rgb/1548265930.55850.png,rgbd_bonn_person_tracking2/depth/1548265930.57216.png,frames/rgbd_bonn_person_tracking2/0330.png
rgbd_bonn_person_tracking2:0340,rgbd_bonn_person_tracking2,340,held_out_similar_room,0,1548265930.89366,1548265930.90586,12.200,rgbd_bonn_person_tracking2/rgb/1548265930.89366.png,rgbd_bonn_person_tracking2/depth/1548265930.90586.png,frames/rgbd_bonn_person_tracking2/0340.png
rgbd_bonn_person_tracking2:0350,rgbd_bonn_person_tracking2,350,held_out_similar_room,1,1548265931.22880,1548265931.23955,10.750,rgbd_bonn_person_tracking2/rgb/1548265931.22880.png,rgbd_bonn_person_tracking2/depth/1548265931.23955.png,frames/rgbd_bonn_person_tracking2/0350.png
rgbd_bonn_person_tracking2:0360,rgbd_bonn_person_tracking2,360,held_out_similar_room,0,1548265931.56380,1548265931.57324,9.440,rgbd_bonn_person_tracking2/rgb/1548265931.56380.png,rgbd_bonn_person_tracking2/depth/1548265931.57324.png,frames/rgbd_bonn_person_tracking2/0360.png
rgbd_bonn_person_tracking2:0370,rgbd_bonn_person_tracking2,370,held_out_similar_room,0,1548265931.89888,1548265931.90693,8.050,rgbd_bonn_person_tracking2/rgb/1548265931.89888.png,rgbd_bonn_person_tracking2/depth/1548265931.90693.png,frames/rgbd_bonn_person_tracking2/0370.png
